Speaker,Time,Date,Duration,Statement,Region,High Contracting Party
REPUBLIC OF KOREA,15:45:40,2024-03-04,0:02:23,"Thank you , Chair . Good afternoon , colleagues . Like others , my Delegation wishes to congratulate you , Ambassador Indemosh , for assuming the Chairpersonship of this group . The ROK places its full confidence in and support for the able leadership of the Chair as you carry out your noble endeavors at this critical juncture . My Delegation very much looks forward to continuing our constructive deliberations to reap early harvests through focusing on concrete , detailed and readily implementable measures that will form an integral part of a set of elements of an instrument and other possible measures we are mandated to consider and formulate . To this end , and for this particular subject matter , we place substance over form or as the Chair put it , form follows functions and believe that what is important here is to actually progress . As such , it would be effective to begin our new cycle of work by diving straight into specifying concepts and terminologies that will embody in writing the widely accepted two - tiered approach centering on IHL compliance into actual practice . My Delegation , therefore , deems the focused approach outlined in the Chair's letter of February 16 as well as the indicative timetable and the compilation of submissions as an effective basis of our work . We look forward to a results - oriented exchange during relevant discussions on selected topics with a view to further bridging differences and building consensus on converging and practical elements . In addition to its contributions within this unique forum to address the issue of laws , my Delegation is committed to fostering global discussion on AI governance in the military domain . To descend , the Republic of Korea will organize the second RIM Summit together with the Netherlands on September 9 and 10 this year in Seoul . Further details will be shared in due course . With these remarks , Chair , my Delegation reiterates its readiness to continue its constructive participation and in doing so , my Delegation will undertake every effort to embrace a spirit of genuine cooperation as we work towards a consensual outcome . Thank you .",Asia-Pacific States,Yes
SINGAPORE,15:48:22,2024-03-04,0:02:32,"Thank you , Distinguished Chair . At the outset , we wish to extend our appreciation to you and express our full support for your efforts to steward the important work of this group . Singapore is pleased to share that we deposited our instrument of accession to the CCW in September last year . Singapore will become a high contracting party in the coming weeks and we look forward to participating in that capacity in future meetings . Singapore's accession to the CCW underscores our commitment to international humanitarian law . The CCW as a framework convention has yielded important protocols that have further enhanced international law . Singapore is committed to the continued codification and progressive developments of the rules of international law applicable in armed conflict . Under the ambit of the CCW , discussions on laws began formally seven years ago . In 2023 , the group agreed on the two - tier approach constituting the prohibition of laws that cannot be used in compliance with IHL and the regulation of other types of laws through limits on types of targets , duration , geographical scope and scale of operations . We hope for further progress in the further meetings of the group under the current mandate going beyond the consensus achieved in 2023 . Singapore values that the current mandate of the group focuses on elements of an instrument without prejudging its nature . This enables us to focus on substantive questions , recognizing that norms and legally binding instruments are complementary and not mutually exclusive . We hope progress can be made in defining pathways to preserve the human element in the use of force as well as risk mitigation measures . Singapore believes that the CCW is the appropriate forum for the discussion of laws . In addition , Singapore supported UN General Assembly Resolution 78/241 on laws . As many UN Member States are not yet high contracting parties to the CCW , the Secretary - General's call for Member States to submit views on laws facilitates participation from a wider range of states . Singapore also values regional initiatives on this topic and related issues . Let me speak of two recent events in Southeast Asia . In December , the Philippines hosted the Manila meeting on Indo - Pacific perspectives on autonomous weapon systems and just last week Singapore co-hosted the regional consultations for Asia on responsible AI in the military domain together with the Netherlands and the Republic of Korea . Singapore looks forward to a fruitful GGE session in the week ahead and to engaging widely with participating states as well as other stakeholders . I thank you , Chair .",Asia-Pacific States,Yes
IRAN (ISLAMIC REPUBLIC OF),15:51:13,2024-03-04,0:03:11,"Thank you , Chairman . At the outset , I express my appreciation for the opportunity to engage in discussions on the autonomous weapon system . From the beginning and in recent years , we have closely followed the development and discussion regarding laws diligently seeking to understand its various phases and implications . In this way , I would like to express the preliminary comments of my Delegation . Today , we bring forth our perspective cultivated through observation and analysis to continue constructively to ongoing dialogue with a focus on critical examination . We offer insight aimed at fostering common outcome of laws and advancing effective regulation within the national community without prejudging its nature . Mr. Chairman , due to the potential challenges posed by divorce perspective and methodologies , we advocate for an inclusive , transparent and balanced approach in our deliberation on the laws . By allowing methodologies and consolidating efforts , we can enhance coherence and synergy in our analysis ultimately fostering a unified framework for addressing the complexity of laws . According to our view , two significant issues have emerged . Firstly , the production of divorce literature across multiple firms and initiatives . Secondly , the broad agenda under framework of GG on laws and its required discussions . Such questions have led to fragmentation and confusion within the discourse surrounding laws . The ambiguities in agenda appear to be the reason for the proliferation of discussion across different firms . Taking into account the negotiations that accumulate in the formulation of GG agenda , we encounter some ambiguities . Despite the opposition of some states , an extensive agenda was set for GG by insisting on the inclusion of emerging technologies . In this regard , the review of the consultation of 2013 and 2014 consultation are not worthy . In addressing this complex issue , it is crucial to adopt a methodological approach ensuring clarity , coherence , effectiveness in our deliberation . Our perspective aligns with the pragmatic approach to regulating different category of laws , focusing on laws as the final product and subject of regulation rather than attempting to address each and every emerging technologies contributing to their development could expedite the regulatory process and facilitate more effective decision making . We do believe that the following proposal could contribute to GG's success . One , emphasize on single approach . Two , common understanding should be achieved . Three , humanitarian angle and focus on concept of lethality including offensive weapon system as a priority , human factor roles as a nodal point of IHL and ethical imperative and human dignity . I thank you , Mr. Chair .",Asia-Pacific States,No
INTERNATIONAL COMMITTEE FOR ROBOT ARMS CONTROL,15:54:47,2024-03-04,0:03:28,"Thank you , Chair . The International Committee for Robot Arms Control , ICRC , joins fellow Delegations in extending congratulations to you for assuming leadership for this meeting . Chair , it has been over a decade since the issue of lethal autonomous weapon systems laws was brought to the attention of states within the United Nations . Throughout these years , stakeholders have highlighted the legal , ethical and security concerns that are raised by laws and the urgent need for a legally binding instrument . ICRC calls on states to urgently move towards negotiations of a legally binding instrument that contains both prohibitions and positive obligations . Chair , during this week's discussions , ICRC calls on states to remember that civilian protection lies at the center of the CCW framework . Indeed , the CCW preamble recalls the general principle of the protection of the civilian population against the effects of hostilities . It is critical to note that the general principle on the protection of civilians is found in various branches of international law , including international human rights law , the UN law against use of force that is used at Bellum , international criminal law , international environmental law , et cetera . Thus , whilst the UN GGE on laws has for the past decade more fully focused on international humanitarian law , that is IHL , implications of laws , it is critical for the sake of comprehensiveness and civilian protection to also discuss implications of laws to other legal regimes such as use at Bellum , the UN law against use of force . Indeed , the preamble refers to use at Bellum where it notes that every state is the duty in conformity with the charter of the United Nations to refrain in its international relations from the threat of use of force against the sovereignty to the integrity or political independence of any state . Further , the CCW notes that in creating this convention , one of the most important nation's desires was ending of the arms race and moving towards the realization of aspirations of all people to live in peace . Laws have implications on many people's right to live in peace and it is not at all to move towards ending of arms race . I encourage stakeholders to engage in further discussions regarding implications of laws on use at Bellum at the upcoming intergovernmental conference on peace and security aspect of autonomous open systems in Freetown , Sierra Leone , that was mentioned earlier by the Delegation from Sierra Leone . Indeed , peace is a human right . As a unique regional human rights instrument adopted after several years of violence perpetrated on the bodies of African peoples through slavery , colonialism , neocolonialism , et cetera , the African charter on human peoples' rights uniquely provides for a stand - alone right to national and international peace in Article 23 . When discussing laws , prioritizing the preservation of the right to peace is critical , particularly for those who more than often are disproportionately affected by violence . Chair , during this week , I crack eagerly anticipates contributing on agenda item 5 concerning the application of the human rights . I ask you to round up , please , your intervention , please . I thank you for your intervention .",Non-applicable,No
GCSP,15:58:30,2024-03-04,0:03:06,"Thank you , Mr. Chair . All of us at GCSP are pleased to see you chairing the GG and we wish you and your team all the very best with your important work . Mr. Chair , the GCSP welcomes the group's new mandate seeing it as a concrete step which moves the discussion forward . We firmly believe that the work of the group should remain grounded in a realistic assessment of technological realities linked to lethal autonomous weapon systems as well as the ways in which these technologies are used at present . We would therefore like to remind the group that a sober assessment of the state of autonomous weapon systems is needed . In 2024 , it is high time the group began appreciating the fact that we are already today dangerously close to the full realization of laws . A recent Russian study found that the software , hardware and expertise necessary to develop a minimally functioning laws are widely available . Evidence from the battlefields of Ukraine and Gaza further shows us the reality of an already highly autonomous battlefield where decision making , targeting decisions and even target engagement are already highly algorithmically assisted with varying levels of actual human oversight and involvement . These active war zones are acting as a catalyst for the development and deployment of these weapons . The GCSP urges the group to more directly use evidence from the real world use of these autonomous capabilities in its work . In light of the group's convergence towards the need for some level of control in the use of autonomous weapons to guarantee their compliance with IHL and in view of discussing elements of an instrument , the GCSP encourages states to use the 2024 GGE to further clarify human control requirements for the appropriate use of autonomous weapon systems and consider making these clarifications part of any instrument resulting from the group's work . Specifications are direly needed , less states resort to so - called instances of nominal human control . Mr. Chair , research into automation bias clearly shows that humans have a tendency to increasingly defer to machine suggestions the more autonomous a system is . Increasing autonomous weapon systems might therefore result in increasingly performative or nominal human control measures . Failure to clarify what amounts to meaningful human control which actually ensures potential compliance with IHL will result in a situation where weapon systems are developed with various kinds of human oversight mechanisms , meaningful , effective or appropriate only in name . This would not be a satisfactory level of human involvement . Here human oversight would legitimize these weapon systems in the eyes of IHL without acting as an actual effective fail safe . Regardless of the qualifier it should refer to control in which a human has the necessary contextual understanding and cognitive and physical capacity to critically engage with any systems , suggestions or actions . Our full statement will be available on the website . Thank you , Mr. Chair . Thank you for your intervention .",Non-applicable,No
ICRC,16:01:44,2024-03-04,0:02:36,"Thank you , Chair . The ICRC welcomes resumption of this group's work and we congratulate you Ambassador Indenbosch on your appointment as Chair . A new year often brings renewed optimism and reflecting back on 2023 and looking ahead we are optimistic about momentum towards effective rules on autonomous weapon systems . We saw this momentum notably in October with the UN General Assembly Resolution when the overwhelming majority of states stressed the urgent need for action to address the challenges raised by autonomous weapons . This mirrored the joint call by ICRC's President and the UN Secretary General for political leaders to negotiate by 2026 a new legally binding instrument on autonomous weapons with clear prohibitions and restrictions . Then in December the Manila Conference provided a valuable space to hear diverse Indo - Pacific perspectives and we are looking forward to continued engagement in Vienna and in Freetown . This group's discussions have progressed significantly over the last decade but so has the development of autonomous weapon technologies . Several companies claim that their armed drones can strike autonomously and in some cases that they already have in current armed conflicts . It is difficult to verify these claims of use but our assessment is that the infrastructure does exist . The timeline of this group's mandate is long but this cannot foster complacency . Rather it must be taken as an opportunity to make genuine substantive progress to build on last year's conclusions and to articulate the kinds of autonomous weapons that could not be used in compliance with international law along with others that must be prohibited and to elaborate the specifics of the restrictions needed for all others . Some of this detail can definitely be drawn from the concrete language already submitted by states and we encourage high contracting parties to engage constructively across proposals and across groupings . States must act now to prohibit unpredictable and antipersonnel autonomous weapons and to impose clear restrictions on all others . Future generations must be able to look back at this group and see that it responded effectively and in time to protect them from the serious risks posed by these technologies . The ICRC stands ready to support all states in this important work this week and in the year ahead . I thank you , Chair .",Non-applicable,No
PAX,16:04:29,2024-03-04,0:03:30,"Congratulations on your appointment in this role . We look forward to working with you this year . Increasingly we are seeing weapon systems with autonomous functions being developed and used in ongoing conflicts . These conflicts are being used as test beds for technologies with increasing levels of autonomy . This is extremely concerning in the absence of clear rules and limits that specifically apply to these weapons . Especially as developers and users are pushing the limits of what is acceptable and the legal and ethical norms . This demonstrates the urgent need to develop a legal instrument related to autonomous weapons . In the recent years we have seen positive developments including the call of the UN Secretary General and the ICRC to develop a legal instrument by 2026 . Also , there are now over 100 states calling for a legally binding instrument . We have seen Latin American and the CARICOM declarations both calling for a legal instrument as well as the meetings in Luxembourg , the Netherlands and the Philippines . Looking ahead , there will be an ECOWAS conference in Sierra Leone as well as a meeting of states in Austria . These meetings are extremely important to demonstrate states' desire to develop a new norm and moving forward on the issue . Over the last two years we have seen increasing convergence of views on possible elements of a normative framework . The majority of states agree that rules and limits are needed . These states see a combination of prohibitions and regulations as necessary and that human control and judgment should be central in a regulatory framework . An increasing number of states also see the need to set limits in geographical area and duration of use . Based on these commonalities , we believe we can further develop possible elements of a normative framework . The majority of states , if not all , agree that the human user must be able to make a legal and moral judgment regarding the effects of an attack as well as being accountable for any violations of legal and ethical norms . Based on this , we can develop three possible principles , namely , the user should have a functional understanding of how the weapon system works , specifically what will trigger an application of force . Secondly , the user should have sufficient understanding of the context where the weapon system will be deployed . For example , being aware of the presence of civilian and civilian infrastructure . The human user must be able to limit the functioning of the weapon system . Logically , following from this , autonomous weapons that cannot be used in line with these obligations should be prohibited . Concluding , over the last few years , the discussions at the GGE have been useful regarding policy development . At the same time , we have all seen the difficulty of coming to concrete normative outcome . We do believe that the GGE continues to be a useful forum . But we should not limit ourselves to only one forum , but should be able to work in all four . Based on the increasing convergences on policy , as well as the growing support for legal instrument , we believe this is not only possible , but inevitable . Thank you , Chair . Thank you for your intervention .",Non-applicable,No
INTERAGENCY INSTITUTE,16:08:08,2024-03-04,0:02:13,"Thank you , Mr. Chair . Our full statement will be available online . The interagency institute wishes this presidency to be fruitful and looks forward to working with you . First , we will discuss risk mitigation . Then we will talk about the importance of meaningful human control . Finally , we will end with a call for action . Mr. Chair , the interagency institute highlights the expansion of AI programs in countries of the west , global north , has happened in parallel with the political tensions and political distances between the global south and the global north . Such a trend may accelerate differences , reducing the capacity to diffuse crises and disputes of interests . Amara's law says we overestimate the short - term impact of a technology but underestimate its long - term effect . We urge careful consideration . Supporting the creation of these technologies today might lead to their use in ways that could affect your own communities adversely in the future . Mr. Chair , for meaningful human control to be established and IAGL respected , we must reject technology agnostically approaches . We agree with the working paper submitted by the Brazilian Delegation on the necessity of establishing limits on targets , duration , geographical scope and scale of operations , adding the necessity to prohibit autonomous engagement . Mr. Chair , as a team composed mostly of native Portuguese speakers , the interagency institute calls on the Portuguese speaking countries to take leadership on this topic . We thank Brazilian Ambassador for chairing this conference during the last years and acknowledges that the challenges this forum faced happened despite his great diplomatic abilities and skillful mediation of negotiations . We celebrate the efforts made by Cabo Verde through sponsoring the draft resolution on laws that led to the General Assembly Resolution 78/241 . It was a step towards a legally binding instrument . I thank you .",Non-applicable,No
CAMPAIGN TO STOP KILLER ROBOTS,16:10:35,2024-03-04,0:03:29,"I am speaking on behalf of stop killer robots , a global coalition of over 250 civil society organizations across 70 countries with the shared commitment to achieving international law prohibiting and regulating autonomous weapons systems . At this meeting taking place we implore states to remember that the CCW is not taking place in a vacuum . The protection of civilians , the reinforcement of multilateralism and international humanitarian law are needed now more than ever . In an increasingly fractured world states have an opportunity to play a positive role by taking tangible steps towards the creation of essential safeguards on autonomous weapons . These steps must be taken urgently and decisively . The lack of clarity around the capabilities of weapons systems and their autonomous functions and the trend towards increasing autonomy in warfare including in current conflicts highlight why new international law on autonomy in weapons system is desperately needed . States must act to ensure meaningful human control over the use of force to reject digital dehumanization and prevent the automation of killing . This is the first meeting of the CCW since the pivotal vote of the UN General Assembly last year where resounding support for the first resolution on autonomous weapons demonstrated widespread desire from states to make progress towards new international law . States must embrace all inclusive processes to foster multilateralism and to promote engagement among states and other stakeholders and we strongly encourage all states to submit their views to be included in the report of the UN Secretary General later this year . Here at the GGE substantive decisions over the last decade have contributed to shared policy understandings in particular on the need for both prohibitions and regulations and the key elements required for maintaining meaningful human control . Chair , we see increasing agreement on the characterization of autonomous weapons systems as those that select and apply force to targets without human intervention . The primary concern is the autonomous identification and application of force to a target without human control and judgment over the effects of an attack such that a human operator does not determine specifically where , when or against what force is applied . Target selection and engagement are critical functions which should remain within meaningful human control . Meaningful human control is necessary to ensure that states meet existing legal and moral obligations and to ensure that accountability and responsibility in the use of force is maintained . The path ahead is clear to prevent digital dehumanization and the reckless slide towards the automation of killing . The international community must come together to strengthen international law and achieve a legally binding instrument on autonomous weapons systems to ensure a meaningful human control in the use of force . Stop killer robots stands ready and willing to support all states in this effort . Our coalition is united and unwavering in this goal and we will not cease pushing for this outcome using all forums that are available to make real progress on this issue . Thank you .",Non-applicable,No
REPUBLIC OF KOREA,16:29:29,2024-03-04,0:02:31,"Thank you . I still do not know how to use a microphone . This is just to break the ice . I wanted to express my Delegation's appreciation to the Chair's work . This is precisely what we had intended to request the Chair to do , to break down the discussions into bits that we can discuss . So this overall approach is what we actually support and I am not sure how deep we are going into the discussions , but since I have the floor , I will go ahead and make , I guess , initial or preliminary remarks on what is presented on the screen . Go right to the third bullet . So my Delegation proposed the first , I guess , to identify , select and engage . My Delegation is of the view that the word "" track "" would not be necessary when we try to put this down in writing because , for instance , I will give you a specific example . For those autonomous systems such as the sentry gun , we will have a very static position . It will not be moving mobile and tracking the targets , but the word "" engage "" will be , I think , sufficient to cover the aspect that these weapon systems will be used . So by putting down the word "" track , "" it will actually narrow down the scope of what we are trying to discuss or regulate . And we would like to see the word somewhere "" lethal force "" or "" applied force with lethal consequences "" because the item laws is about lethal weapons . Again , for those systems , for instance , that use rubber bullets , it will not be considered lethal weapon systems . So those should be put away from our purview of discussion . So we would need to see some kind of wording that implies the lethal effects of these weapon systems . And finally , we also inserted the word "" intervention by an operator , "" human operator , because by definition , that would , I mean , relate to the subject , autonomous weapons . So it would not require any human involvement to have the effect of autonomous weapon systems . That is our view at this time . Thank you . Thank you very much for that and for this explanation of the proposals you earlier put on the table together with a number of other countries . Who else would like to ?",Asia-Pacific States,Yes
RUSSIAN FEDERATION,16:32:22,2024-03-04,0:07:00,"Thank you very much . Thank you very much , Distinguished President . At the outset , I would like to join my colleague from the Republic of Korea in expressing our gratitude for your attempt to prepare such a document , an attempt to consolidate the different views or opinions that were expressed by different Delegations during this work of the GGG that has been going on for quite some time , work related to definitions and characterizations of what we are discussing here . We would like to share with you our very preliminary considerations in connection with what we see on the screen because this is the first time we are looking at this document and it is the first time we are considering the proposals that are contained in the document . Of course , all of our discussions right now are really preliminary in their nature , very general , and we believe that the results of this discussion will require really serious further work back in capital by all Delegations . Now , our preliminary remarks on the bullet points that you are proposing , we fully realize that any attempt to bring different approaches together will in one way or another will lead us to a certain bias in favor of one concept , one notion or another one . Right now , as we see it , the notion of human control is taken as the main idea and , in fact , I would refer to meaningful human control and as well as also trying to come up with a definition through the critical functions of the system . Now , we do not fully share that approach . We believe that we should try to take a step - by - state approach as we try to agree on a definition of such systems . First , what we need to do is to define what types of weapon systems we are talking about . We discussed that for quite some time and our colleague from the Republic of Korea also referred to that fact when he tried to say that most likely we should be talking about lethal systems and we believe that we have to discuss this topic as well to discuss the topic of what type of weapon systems we are referring to . A second very important factor as we try to come up with such a definition relates to the objectives that these systems are pursuing and this refers first and foremost to the third and fourth bullet point . Here we see that there are certain objectives that are listed and we see that this is done in a very narrow manner , but in any case , we are ready to discuss these objectives that could be pursued by such systems that would fall under the definition of emerging technologies in the area of laws and third important point or factor and it relates to human control . We believe that we will be discussing the question of human control in a detailed fashion under the second agenda item that you have submitted to the GGE and in a very preliminary way we would like to say that we find that trying to identify the specific functions where human control will apply is something that is counterproductive and not really advisable because of the different views that Delegations have on that subject and also this relates to the factor of the responsibilities that states have in complying with their international obligations including in the area of IHL where there is a clear definition of the responsibility of states' parties for ensuring relevant human control related to the use of different weapons systems and this obviously refers to the entire life cycle of such weapons systems and that understanding if I am not mistaken is something that we agreed to on the basis of consensus as one of the guidelines and also as one of the conclusions that this GGE made in the past . Thank you .",Eastern European States,Yes
BELGIUM,16:40:06,2024-03-04,0:03:34,"Thank you , Mr. President . Well , Mr. President , given that this is the very first time that my Delegation has taken the floor , I would like to take this opportunity to commend you on taking on the Chairmanship of the GGE and you can rely on the full support of my Delegation . Mr. President , to address the substantive discussion as fast as possible , Belgium decided not to offer a statement during the general statements section and to make our comments of the specific agenda items at the different states . That said , I would like to reiterate our gratitude to you for the way in which we have led the debates which we hope will allow us to make headway in the discussions . On characterizations and definition , I would like to elaborate on our country's position on this point . When it comes to definition of autonomous weapon system , it has already taken up a significant amount of time in the debates and yet a definition has not yet reached a consensus . We could excessively define an autonomous weapon system but that for my Delegation would be attempting to tilted windmills . It is impossible . With modern systems , it is quite likely that such a definition would be obsolete or just on the verge of being obsolete as soon as it is adopted . According to my Delegation , we should rather focus on the common characteristics that autonomous weapon systems might have and on the effects that autonomy brings on . With that in mind , my Delegation would like to support the proposals that were on the screen which no longer are but I am sure they will come back up in just a moment or two . Additionally , Belgium chooses to not use the LOS acronym . Instead , we prefer autonomous weapons system . The notion of lethal is not defined international system . It is not relevant to decide whether or not a system is in keeping or countered to international material law and violates international material law . It can not take place without causing any deaths . And contrary to the point raised by the Republic of Korea or by the Russian Federation , my Delegation welcomes the absence of the notion of lethal in the points that are found currently on the screen . Also for operational reasons that were mentioned already in the previous GGE , my Delegation is more in favor of identify , select and engage than to the other alternatives found on the screen . These three concepts seem to reflect a continuum in hostility gamut . And bearing in mind the difficulty of defining an acceptable level of autonomy , Belgium rather is to consider the level of human control which would allow to adapt a human system to the respect of international humanitarian law . And in that regard , my Delegation has already spoken several times about the concept of meaningful human control which we support human intervention or intervention by an operator . Thank you . Thank you for your intervention and for highlighting also your national position .",Western European and other States,Yes
AUSTRIA,16:43:58,2024-03-04,0:03:40,"We would also like to share some of our observations on the characterization debate which are quite similar to the ones that we had already last year but I think it is still important to also share some general views on this topic but we will also share some views on the text on the screen . First , maybe I directly react to some of the observations from other Delegations that we heard . This , if you go into a text like this , we do not see the text on the screen directly related to human control as was indicated by the Russian Federation , especially if you go to the last part on the last bullet , this is more in our view a definition of autonomy . It is not yet a definition of human control or how this applies . This is something that we have to do at some other part which is probably way more important but I will come to that . On the question of lethality , we are of the same position as Belgium . This word is not very useful and not needed in our discussion . It rather creates confusion and we would happily drop the lethal even in the title of our Working Group . In general , we also think a precise definition is not needed for provision of certain types of autonomous weapon systems for us to continue our discussions . At the same time , it is , of course , useful and we see that there is a need from a number of Delegations for us to move forward . We would consider this then as a working definition and if we go into that direction , we find the definition by the ICRC as the most useful and sufficient one which describes autonomous weapon systems as weapons of select and apply force to targets without human intervention . Coming to the text here , we see some useful additions to that . I think technologies that enable is useful as it implies a technology neutral approach . This is also something we have advocated many times before . If we address function of autonomy and weapon systems , it is much more useful than talking about categories of weapons . Such an approach was already promoted in the past by states but also it can be found in several Chair's papers in summaries of previous years going back many years . It takes into account the fact that almost any weapon system can incorporate autonomous functions and systems are becoming more and more complex . We see an inherent risk that too much detailed deliberations might be overtaken by technological developments . That is why a technological neutral approach is so important and by inserting this little part here at the beginning proposed by three states , I think we are taking this into account . Once activated is probably also a useful addition in the rest as mentioned before , we prefer the well established and also age old formulations by the ICRC which is select and engage , apply force and the human intervention . Not sure if we need the different objectives at the beginning of the last bullet and I think these are the main points that we want to make . Thank you .",Western European and other States,Yes
THE CIVILIAN AGENDA,16:48:07,2024-03-04,0:04:18,"Hello . There we go . Thank you , Chair . The civilian agenda is a newly formed civil society organization concerned with civilian protection in armed conflict . I have been privileged to participate in meetings of the GGE over several years and appreciate the substantial progress that has been made dealing with prohibitions and regulations and yet this question of characterization and definition has been one of the areas that we have struggled with . It is something that we have said that we would come back to towards the end and perhaps this is the right time to deal with that given that it has been 10 years of discussions . The words on the page that you have there , I would say very properly capture the wide range of states' views on this issue , but we must be careful not to do our work in a bubble . We are seeing already systems with very sophisticated forms of automation and military AI such as sentry turrets , loitering munitions , robotanks , smart shooters and military AI targeting systems , all of which we have struggled to identify as to whether or not they are an autonomous weapon system . That means that these systems are so far being developed and used and invested in outside any of the regulations and prohibitions that we may or may not agree to in the end . We must return to this issue and we must not do it in a bubble , but we must be careful that it is actually impacting the real world . There is one critical comment that I would like to make about the proposed text . I would say the beginning is excellent , the middle is excellent , but there is a point at the end that must be addressed . The line at the end which says without further human intervention has a significant potential to create a loophole , because what happens is you have a system that is activated and proceeds to select and engage a target and most of the systems that we see allow some form of human input after the system has been activated . That might be some keyboard button that is pressed or some form of input that may be far removed from where the actual force is being applied . So the human who is actually doing that input is dislocated , disconnected and disempowered from the actual use of force and these systems entail all the same risks that we have been speaking about in the GGE , risks around accountability , responsibility , whether or not there is adequate distinction between civilians and combatants and yet they are outside the scope of regulation because they have this meager nominal form of input that takes place after the activation and indeed we are seeing weapons manufacturers actually state our system has the minimum necessary level of human input to make it not an autonomous weapon system . So this is crucial because if we are to succeed in actually dealing with the types of systems that are of concern through the GGE we need to address that particular problem . So how do we do that ? I have had the opportunity to think about it quite a bit in the years that I have been participating in these meetings and in fact I would like to offer a proposal for thought . I would suggest that instead of the word human intervention we use the word human agency . That would mean that if a human is making a nominal human input we would be able to say they are not exercising agency and therefore it is still an autonomous weapon system . We need to problematize that specific point because if we leave that out we may end up having a framework that is totally useless frankly . So I propose that text for thought and I would like to invite participants here to a workshop being held here on Friday during the lunch break titled what are autonomous weapon systems ? A proposal for the GGE and it is 90 % the same as what you have there which is captured by states but we need to problematize this issue of intervention versus agency in the nominal human input otherwise we risk making a toothless framework . Thank you , Chair .",Non-applicable,No
BRAZIL,16:52:34,2024-03-04,0:02:56,"Thank you , Mr. Chair . I would like to also thank you and your team for the preparation of this interesting compilation of the ideas that we have discussed thus far . I think it shows that there is quite an impressive amount of convergence actually between the proposals that have been put forward to this GGE . Almost all of them follow the same structure and we are focusing here on qualifications . So I think that this is something to be celebrated . And these definitions follow an approach that my Delegation has consistently called for which is a focus on innate characteristics instead of technical means used in different types of autonomous weapon systems . Just like my colleague from Austria has said before , pretty much any weapon system can be made autonomous by the application of the technologies that are becoming increasingly available . So we need to focus on making them the definition that we are working on resistant to time . I also concur with Belgium and Austria regarding the qualification of the object of our work as lethal or nonlethal . Any system including those that have been explicitly designed to be less lethal can have lethal effects depending on the circumstances of their use . I would like to clarify regarding bullet 3 that our proposal has also included the element of identification of targets and also to point out that we had a similar concern to the one that has been just expressed by our representative from the civil society regarding the last bullet point . I think that the qualification of involvement of the operator can actually render this definition as paradoxical because if we are talking about intervention , then we are saying that there is a need for agency whereas if we say that an autonomous weapon system can act without any involvement , in my mind , I think it is a minimalist definition that can actually make us focus on systems that are innately prohibited . If there is no involvement whatsoever by humans in the operation of these systems , then they are fully autonomous and this is something that we have long advocated should be prohibited by international law . So I would just like to point out my preference for the formulation that involves intervention , but I am very curious to hear more about the arguments about the proposal just made on the word agency . Thank you .",Latin American and Caribbean States,Yes
SWITZERLAND,16:55:50,2024-03-04,0:05:27,"Thank you so much , Mr. Chair . We , like others , would like to thank you for the way in which we are proceeding here this afternoon . We support very much the approach that you have chosen . Thanks also to the ISU for putting this together . It is very good to work this way because it is challenging us . It is getting us out of the comfort zone of prepared statements and in that spirit , I am happy to share with colleagues a number of observations from our Delegation . Like others , I think at the outset , the most important take away here is that this way of putting these things together show us really where commonalities lie . So that is a very good starting point . Now , bullet by bullet , if you allow on the first bullet , here we would actually propose not to start with technologies but start with weapons . So basically turn this around because in our view , we should I mean , of course , it is about enabling technologies , but what we want to do here is we want to talk about technologies we want to talk about weapons based on certain technologies . That should be at the center . We have often discussed that we should not create the impression that the technologies are the problem per se . It is when the technologies are used in weapons systems in specific ways . So that is one of our first observations . Turn this around . On the second bullet , we very much like that . Once activated , that is the starting point really . On the third bullet , here we have a number of terms . We have no major problems with those terms , but we do not think all are equally important . For instance , in our view , identify is perhaps less important . It could , for instance , a target could be identified by another component of a system . Key for us really , and that is what I would like to stress , is select and engage . Also the notion of tracking seems to us not to be on the same level of importance as select and engage . On the next bullet point , this is for us the key , apply force , as others have said . Letality for us , it is not absolutely essential . It is not very useful indeed as colleagues before me have just said , including Belgium and Brazil . There is a good list of arguments on why it is not a wise approach to restrict all our work to letality . A lot of papers , a lot of contributions were made . I would also refer to the set of points put together by the state of Palestine in the response to your submission . Many of those points , they basically summarized the discussions that we had . If letality is important , we understand , of course , that is what is the key here in many ways , but it is not always the intention . We need a common understanding that letality is not a design criteria , but that is one of the effects that , of course , is of great importance . So let's keep on the table systems that are potentially lethal due to their direct or indirect effects . The next bullet without further , without direct or without concurrent , you will see in footnote 10 that this is a Swiss proposal . It probably was the result of a late night compilation . We actually are also very much okay without further control . We are not fixated on the direct control . It is probably a little bit too restrictive , thinking about it a second time here . And then , of course , the key is human intervention . And like others , we would say probably a nominal input is not enough . It has to be a sufficient human act that qualifies this as a human intervention . If we go to the concept of operator as , for instance , our colleague from the Republic of Korea has suggested , that is also possible . But in that case , perhaps we would prefer to see the addition of human . So a human operator , that would be important for us . An operator , a human operator with the ability to control . So these are just some first reactions for preliminary nature . And , of course , we are making all of these kind of in the vacuum . Of course , it depends what is before , what is after and in what context it is . Just some preliminary remarks . Thank you . Thank you very much for sharing your views .",Western European and other States,Yes
