Speaker,Time,Date,Duration,Statement,Region,High Contracting Party
INDIA,12:12:33,2024-03-04,0:03:24,"Mr. President , India congratulates you on your taking over the leadership of this very important process . We have complete faith in you and look forward to working with you . We would also like to record our appreciation of the work of Ambassador Flavio Suarez - D' Amico . I would like to make six points . Number one , my Delegation has noted how you propose to structure the discussions in this new phase of the GGE's work and is able to support your ideas . We have found your guiding questions useful and will provide substantive inputs . Number two , this GGE should build on its previous work . We believe that its accomplishments in generating concepts and a lexicon that captures some of the elusive characteristics of emerging technologies and their impacts are considerable . This needs to be squarely acknowledged , used as a basis for further work , incorporated in the elements of any possible instrument and be a primary focus for the future work of this GGE . Number three , this GGE meets in a new military reality in the midst of armed conflict and war . The military reality is that there appears to be deployment and use on an unprecedented scale of weapons and weapon systems incorporating emerging technologies which impart autonomous characteristics . The military reality also is that further development , deployment and use of such weapons and weapons systems can be anticipated . Given this reality , my Delegation believes more strongly than ever before that the CCW which balances military necessity with the humanitarian imperative is the best platform for discussions on this issue . The discussion of possible prohibitions and restrictions on these emerging technologies as applied to warfare to be credible needs to be connected to this military reality . Number four , we live in a fragmenting world . We have splinter nets behind firewalls . We have fragmented trading and financial systems . My Delegation believes the discussions on the subject of this GGE's mandate should not contribute to a fragmentation of the normative sphere . It is important for all to acknowledge that we inhabit differing security realities . My Delegation believes that the purpose of this GGE and this convention is to find common ground that takes into account the concerns of all . The proceedings of this meeting should not be used to create the ground for generating parallel sets of rules . This would contribute to a further weakening of the multilateral system . India as a matter of principle favors number five , sorry . India as a matter of principle favors legally binding instruments in the sphere of arms control and disarmament . We would , with reference to the mandate of this GGE , like to note that much more work is required before meaningful negotiations can commence on a legally binding instrument . Number six , we have already stated that we can support a politically binding instrument based on the guiding principles . We believe that these guiding principles and previous reports contain a powerful norm that emerging technologies in the area of lethal autonomous weapons systems are not exempt from the prohibitions , restrictions and limitations that are contained in international humanitarian law . Thank you , Mr. President .",Asia-Pacific States,Yes
BRAZIL,12:16:12,2024-03-04,0:03:34,"Thank you , Mr. Chairman . The full text of my intervention will be made available via electronic means . I congratulate you , Ambassador Indenbosh , for taking up the chairmanship of this GGE . Due to my experience , I might have a good appraisal on how demanding , complex and exacting your challenges will be . Yet I also know that we could not be in better hands as we begin this new and crucial phase of discussions on what is one of the most threatening among emerging technologies . Complex security scenarios coupled with rapid technological change generate a very dangerous mix . The report of the 2023 session represented a fine balance . Consensus outcomes are not perfect outcomes . Some experience frustration , others will try to apply the brakes . A dispassionate view would point that the report offers a sound framework for the future by including two important substantive elements , a common understanding on the two - tier approach based on prohibitions and regulations and the issue of control as a key element for ensuring compliance with international humanitarian law . It is our hope that the GGE will now be able to build from its past achievements and live up to the high expectations of the international community . We now count with a multiyear mandate avoiding the recurrent and difficult exercise of its yearly rediscussing . However , complacency is not an option . We are not to bask in the glory of previous results and squander this opportunity . The neck breaking speed of technological advances is rapidly closing the window of opportunity for regulation . There is a growing debate as to whether the GGE is the right conduit for progress . Yet few doubt the extent of the expertise in this body . But the extent of divergence is not to be minimized . Expertise and divergence in the right doses are the foundation for results that can pass the tests of effectiveness , compliance and universalization . Outcomes failing to address these three criteria will not be serving well the progressive development of international law . Mr. Chairman , I thank you for the preparation of well structured guiding questions . Brazil has submitted its views and is carefully examining the compilation of national responses . We commend the Secretariat for its efforts in putting together this most useful document . Of the three areas you sought our opinion , I will focus on characterization and definitions . This issue can generate endless discussions . A common understanding is desirable but not at the price of procrastinating . Examples derived from CCW protocols and treaties in which technologically neutral formulations were developed are to be taken into account if we were to avoid the pitfalls of excessive precision but also count with enough guardrails . Brazil will carry on with its steadfast commitment to the GGE . It will submit the working paper on the contributions from the 2021 global ontological standards for ethically driven robotics and automation systems from the Institute of Electric and Electronic Engineers . They provide a technical basis for confidence building measures . As a reminder , we will co-host at lunchtime tomorrow with Australian event which does perfectly with this approach . I thank you , Mr. Chairman . I would like to thank my Brazilian colleague for his intervention and also drawing our attention to the side event .",Latin American and Caribbean States,Yes
COLOMBIA,12:20:08,2024-03-04,0:03:33,"Thank you , Chairman . I should like to begin my statement commending you for having been elected to Chair this GGE . I should also like to convey to you the decided support of the Delegation of Colombia to your work .",Latin American and Caribbean States,Yes
RUSSIAN FEDERATION,12:23:54,2024-03-04,0:03:46,"Distinguished Chair , the Russian Federation considers the Convention on Certain Kinds of Conventional Weapons as the optimal forum for the examination of issues relating to lethal autonomous weapon systems given its unique nature . Moving this issue to any other international forum including within the United Nations would be counterproductive . We draw attention to the fact that the compliance with existing obligations under export control regimes in the context of lethal autonomous weapon systems should be discussed in the relevant export control formats . We greatly value the work of the GGE and the considerable results which have been achieved in this group including the adoption in 2019 of the guiding principles . We welcome the approval by the meeting of high contracting parties to the CCW of a new discussion mandate of the group up until 2026 . The mandate of the group provides for the comprehensive discussion of all of the tasks and issues before it taking account of all previously agreed options by the group of ways in which you could regulate the use and development of laws including taking account of existing IHL without any additional norms . It cannot be reduced just to formulating a set of elements of a legally binding instrument that has already been focused upon by some individual Delegations and in particular it does not provide for negotiations on the development of any particular document . We consider that pursuant to the mandate of the group we will conduct a balanced analysis of all existing norms and principles of international humanitarian law applicable to lethal autonomous weapon systems and that understanding has been reflected in the report of the group of governmental experts of 2022 . It is our premise that the work of the GGE should be conducted fully in line with the goals and purposes of the Convention and should not extend beyond the scope of this . We would note the importance of contracting parties being provided with the required level of expertise and so the further inclusion of representatives of industry and academia in the discussions of topics relating to laws . We would note that the principles of humanity , the dictates of public conscience as well as the human rights component cannot be used as the absolute and sole condition for the introduction of any restrictive or prohibitive regimes on certain kinds of weapons . To conclude , I wish to say that we count upon the group of governmental experts being able to agree taking into account the opinions of all contracting parties on substantive conclusions and recommendations to be presented to the 7th CCW Review Conference .",Eastern European States,Yes
SIERRA LEONE,12:28:00,2024-03-04,0:04:14,"Thank you , Chair . We will deliver our full statement by the electronic means . Sierra Leone aligns itself with the statement delivered on behalf of the group of 15 on the agenda item 5 , general statements . We deliver the statements in our national capacity . Mr. Chair , Sierra Leone continues to advocate for a legally binding instrument to prohibit and regulate autonomous weapons system . There is a going call to finalize negotiation on a legally binding instrument to regulate autonomous weapons system including in joint appeal by the UN Secretary General and the ICRC President for States to negotiate a legally binding instrument by 2026 to prohibit autonomous weapons systems that functions in such a way that their effects cannot be predicted and those with the power and discretion to take lives without human involvement and to set a clear restriction for all those types of autonomous weapons systems . In line with the growing momentum for a new legally binding instrument , this forum at the last annual meeting of the high contracting parties of the CCW has agreed on a new mandate to formulate a set of elements on an instrument taking into account the previous work of the GGE on laws and other examples of existing protocols and related nomadic operational framework . This marks a crucial and long awaiting advancement , one that demands our genuine result oriented and inclusive discussion to fulfill our mandate . It is imperative that we seize this opportunity to address the serious challenges associated with autonomous weapons system , especially after prolonged deliberation spanning over a decade . As we lay the groundwork for our mandate infrastructure , we see these our convergence points as fundamental in shaping substantive efforts towards the development of a legally binding instrument . In this regard , we would like to refer to the elements of draft protocol 6 submitted by G15 and call on high contracting parties to engage on this document along with other working papers to arrive at a single set of elements that inform our work and eventual negotiation . It is our view that the new mandate should focus on incorporating elements of characterization with emphasis on human - machine interaction , meaningful human control , ethical consideration , prohibition , regulation , weapon review , risk mitigation and compliance . Mr. Chair , we would like to take this opportunity to welcome the political leadership shown by countries who have held or will hold conferences relevant to autonomous weapons system thus far . This endeavor serves as a foundation for ongoing discussions on these crucial matters and contributes to the growing momentum , particularly as we find ourselves at the pivotal juncture . We take inspiration from the inaugural regional conference focused on addressing the peace and security elements of autonomous weapons system in Freetown on April 17th and 18 th , 2024 . We hope this will contribute meaningful to the broader global efforts concerning the regulation and control of such system . Finally , in embracing the pivotal opportunity to build on the momentum achieved , we strongly urge our contracting parties to chart a purposeful course ahead . This entails advancing towards the formulation of a legally binding instrument that effectively addresses the humanitarian and international security challenges presented by emerging technology in the field of autonomous weapons . Mr. Chair , we stand ready to support you and to constructively work with all Delegations to deliver on our new mandate . I thank you .",African States,Yes
GUATEMALA,12:32:35,2024-03-04,0:03:47,"Chairman , thank you for giving me the floor as this is the first time that I speak in this venue . Allow me to offer you an applause for your commitment to this work that lies ahead for the GGE . We have witnessed the efforts aimed at bringing a fruitful and constructive result of the group . We believe firmly that this is one of the most ambitious and important mandates that this GGE has addressed . For this reason , we see this as an opportunity to move forward with concrete steps to show the true will among members to begin negotiation of a legally binding instrument on laws . Guatemala shares positions with numerous groups . It is important to note the NAM and the G15 on repeated occasions . They have reiterated historic position here based on the idea that this should be addressed in a comprehensive manner with the broad mandate we commend or we welcome this in the new agenda for peace of the Secretary General . This means that we should find solutions that allow us to regulate the use of AI in these weapons and the risk that the autonomous nature of these bring to international peace and security . During the 78th session of the General Assembly , Guatemala sponsored with 11 countries the resolution on laws in the first committee on international peace and security . There we reflected a concern over the use of new technologies in the military hands , including AI and autonomy in weapon systems as well as the negative consequences and impact of these on regional and international security , international stability and emerging arms race . I should like to thank the Delegation of Austria for the presentation of this resolution . There is a great concern over the compatibility of these autonomous systems with the existing principles and applicable norms of international law , IHL and the UN charter . As the use and deployment of these would bring significant humanitarian costs and destabilizing factors . This is an opportunity to remember the 11 principles of the group that were adopted by consensus . We focus particularly on the common agreement that international humanitarian law should continue to be implemented to all weapon systems including the development of laws . This brings us to the need to undertake a dialogue to respond to the biggest questions , that is to save criminal responsibility for the misuse of these weapons . We must call for the inclusion of observers in this space that bring technical knowledge and practical knowledge on the misuse of these weapons and that bring us a holistic view of the consequences that we would face if we do not launch a prompt negotiation on these systems . Chairman , Guatemala reiterates that we should bear in mind that said forth in Article 91 of the additional protocol 1 of the Geneva Conventions specifically as refers to responsibility which falls on the parts of the conflict that violated the provisions of the same by members of the armed forces . Hence , current international law provides means to try the people but not the machines . Domestic legislation is still not adopted to the challenges that arise of a possible use of these systems . Hence , Guatemala favors the adoption of a legally binding international instrument that sets forth the same to fill the gaps of criminal liability . For this reason , Chairman , you will have the firm support of Guatemala when it comes to moving ahead in this first session of the group . We are hoping very much for a fruitful week . Thank you very much .",Latin American and Caribbean States,Yes
NORWAY,12:36:42,2024-03-04,0:02:25,"Thank you , Chair . Allow me first to express our gratitude to you and the Netherlands for chairing this GGE and facilitating the current discussions . Let me also reiterate the importance that not only states but also international organizations , civil society and other stakeholders contribute to international normative developments , not least the work of this GGE . In view of the mandate to develop a set of elements of an instrument without prejudging its nature , the GGE is best situated to address the substance of those elements . In order to satisfy our mandate , we do well to remember that the elements that the GGE in the end will recommend should also be apt for inclusion in a binding instrument . International engagement on military use of artificial intelligence , including laws , is growing . In December , the UN General Assembly took its first action on laws . In order for our efforts under the CCW to remain relevant , this GGE should aim to progress at an accelerated pace and produce recommendations before the end of next year . We should move quickly to substantive issues . Along with several high contracting parties , Norway continues to strongly believe in the usefulness of the two - tier approach . We have therefore taken note of the call of the Secretary General of the United Nations to conclude by 2026 a legally binding instrument to prohibit lethal autonomous weapons systems that function without human control or oversight and which cannot be used in compliance with international humanitarian law . It is quite clear to Norway that international law , and in particular humanitarian law , already prescribes limits on the employment of autonomous weapons systems . The elements of an instrument to be elaborated by this GGE should contribute to clarifying those limits . In order to heed the call of the Secretary General , they should be clarified in a manner suitable for inclusion in a legally binding instrument . Together with Bulgaria , Denmark , France , Germany , Italy and Luxembourg , we have submitted a working paper on elements of an instrument that we believe can facilitate substantive discussion on the basis of a two - tier approach . Thank you .",Western European and other States,Yes
UNITED STATES,12:39:20,2024-03-04,0:02:38,"Thank you , Mr. Chair . We would like to begin by congratulating you on your selection as Chair of the GGE and to assure you of the full support of the US Delegation . We would also like to thank you and the Secretariat for all the work that has gone into preparing for this meeting and for the work that you have done to engage with Delegations in advance of this session , including through your guiding questions which will help us to hit the ground running . The mandate from the CCW High Contracting Parties provides the GGE with clear guidance on what we must do this week and over the next few years leading up to the 7th Review Conference . We have time to complete our work , but we all know the complexity of reaching consensus on specific language and we must use our precious time wisely . In our Delegation's view , it is critical that we immediately begin work on our mandate to further consider and formulate by consensus a set of elements of an instrument and other possible measures . As others have recognized , we are not starting from scratch . We have a number of proposals on the table and are building on the foundation of the work of previous years . We are ready to engage in a constructive and substantive way and hope others are ready to do the same . While our work does not take place in a vacuum and we are deeply concerned with the immense suffering caused by the many conflicts around the world , we recognize that the work of this group , a group of governmental experts should be carried out consistent with our role as a technical body of legal , military and policy experts assisted by representatives of nongovernmental organizations and civil society . Mr. Chair , we very much appreciate you organizing our work this week around certain key issues that the GGE has discussed for many years . Although Delegations continue to express significant differences on many issues , the importance of complying with IHL is a foundational premise shared by all . Thus , our Delegation sees working to develop elements that advance our shared understanding of the application of IHL is critical . We also support distinguishing between on the one hand , weapons prohibited from use in all circumstances and on the other hand , regulations for the use of other weapons . In our view , this two - tier approach is a sound approach based on existing IHL and can attract consensus . We also agree that characterization , risk mitigation and confidence building measures are important areas for the GGE's work under our new mandate . Mr. Chair , we again expressed our Delegation's thanks for your efforts thus far and commit to engage in a constructive spirit this week . Thank you .",Western European and other States,Yes
IRAQ,12:42:18,2024-03-04,0:03:48,"Sorry . Thank you , Mr. Chair . We congratulate you on assuming the Chairmanship of the GGE on laws and we assure you of our full support . We also wish to thank the permanent representative of Brazil for his efforts when he was presiding over the work of the GGE last year . We are starting our work this year on the basis of increasing international support for a legally binding international instrument which should allow us to achieve significant headway within the GGE . Our mandate requires us to adopt an ordered approach and to have an exhaustive approach to our work to adopt measures for risk mitigation and also confidence building measures amongst others . The position of many states including Arab states is that this matter must be dealt with in a holistic , comprehensive manner . The human , legal , ethical dimensions and security interests must all be born in mind in the work of the GGE . In this context , Iraq wishes to highlight the following : We accord particular importance to the protection of civilians and the implementation of international law and international humanitarian law and international human rights law in particular . Iraq hopes that we will be able to achieve a consensus on lethal autonomous weapons systems in order to establish clear legal restrictions and prohibitions on their use and the two - tier approach would require us to evaluate these weapons systems from technical , legal and ethical points of view and to shed light on the link between these weapons and others . Developing technology in all spheres of life should be guided by ethics and ethical considerations . Humans must put moral values first as machines cannot do so in an appropriate manner . It is also of great importance that we apply the principle of responsibility and accountability in the use of all lethal autonomous weapons systems . In addition , we should consider the possibility of terrorist groups and armed groups taking possession of these kinds of weapons and focus as well on the possibility of compiling data in this sphere . We very much hope that we will achieve a consensus to have a legally binding instrument . Thank you .",Asia-Pacific States,Yes
SRI LANKA,12:46:30,2024-03-04,0:03:11,"I would now like to hand the floor to the Distinguished Representative of Sri Lanka . I congratulate you on assuming the role as the Chair of the group and please be assured of the fullest cooperation and support of my Delegation for the success of our work . Mr. Chair , we are pleased to note that over the past years the mandate of the GGE on laws has evolved in a stronger and positive direction through the extensive deliberations of the group . Today we have before us the most ambitious mandate since the establishment of the GGE entrusted to further consider and formulate by consensus a set of elements of an instrument . With a view to organize the work of the GGE based on the new mandate to be more effective and outcome oriented and furthermore to make the objectives and focus more clearly in formulating a set of elements of an instrument , Sri Lanka supported a joint proposal on the topics for discussion at the first session of the GGE on laws . In our view we should not leave any of the elements unattended in the backdrop of rapidly advanced technologies and automated functions of weapons powered by AI . My Delegation suggests that a set of elements of an instrument should consider application of international law in the broader context to prohibit and regulate autonomous weapon systems including international human rights law , the UN charter and other relevant treaties on arms control beyond the principles of IHL . Characterizations and definitions of laws is another aspect that we need to carefully focus on while considering the level of autonomy , new trends in autonomous functions as well as the development of information systems as data is an important element for AI powered weapon systems . It is essential to consider the functional approach of the lethal and autonomous weapon systems as well as future challenges when characterizing and defining laws . In addition to considering risk mitigation and confidence building , the GGE may also focus on security considerations and other risks in a broader perspective in the prevailing geopolitical context . My Delegation is also concerned about the long - term and severe impact to the environment and health - related risks of laws . It is our firm view that the GGE should also focus on addressing responsibility and accountability of deployment as well as consequences of deployment of lethal and autonomous weapon systems including the breach of IHL . In this regard we need to address the challenges of making non-state actors responsible or accountable for violating IHL in non-international armed conflicts . The lack of directly applicable Treaty laws does not restrict the applicability of customary laws to hold non-state actors , violators accountable . Mr. Chair , while Sri Lanka remains ready to discuss all these parameters , our consistent position remains that non-binding regulations in this area are inadequate given the rapid advances , future trends as well as lethal and unpredictable consequences of the use of laws . We also see the growing number of calls from states for a legally binding instrument . We are mindful that the existing provisions in IHL do not provide answers to all the associated threats of today's sophisticated weapon systems . Therefore Sri Lanka continues to advocate and strongly support negotiations towards a legally binding instrument for prohibition and regulation of lethal autonomous weapon systems . Our full statement will be uploaded on the website . I thank you , Mr. Chair .",Asia-Pacific States,Yes
ISRAEL,12:50:00,2024-03-04,0:01:50,"May I remind you , you have two minutes . Thank you . Thank you , Mr. Chair . I exercise the right of reply to the remarks made by the Delegate of the Palestinian Authority which once again exploited this forum for political purposes . Chair , I will be brief and must clarify two points . First , Hamas together with its accomplice , the Islamic Jihad , started this war and continue to attack Israel , hold hostages and are committing war crimes and crimes against humanity . Israel and the IDF act in accordance with international law and make many efforts to mitigate harm to civilians to the maximum extent possible under the circumstances that the terrorist organizations created while fighting an enemy whose core strategy is using its own civilians as human shields . Secondly , as part of the impressive model of fallacies and misinformation , the Palestinian Delegate has succeeded integrating into her brief statement . She also talked about the use of artificial intelligence systems that choose targets in Gaza . But there is nothing between the type of systems we focus on in this forum and her arguments . As a matter of fact , Israel is not using an AI system that autonomously chooses targets for attack without human involvement . The target selection procedure Israel is employing is handled by humans and Israel has been transparent about it . It is worthy , however , to note that the unimaginable 7th of October Hamas atrocities that the Palestinian Delegate forgot to mention were not conducted using autonomous weapon systems . Israel has the right and indeed the obligation to defend its citizens and territory by taking all legitimate measures to secure the release of the hostages and neutralize the threat it is facing . Israel will no longer tolerate living next to this terrorist entity whose goal is to annihilate Israel . I thank you .",Western European and other States,Yes
STATE OF PALESTINE,12:52:11,2024-03-04,0:01:43,"As I said before , you have two minutes . Thank you . Thank you , Mr. Chair . I did not intend to take the floor but I am compelled to do so to reply to the allegations of politicization that Israel has made . We wonder which part of our statement exactly could justify an accusation of politicization . Which part of it was not factual ? Has Israel not killed 30,000 Palestinians in Gaza ? Does it not stand accused of the commission of the crime of genocide at the International Court of Justice ? Has there not been an investigation by Israeli plus 972 magazine and local call revealing Israel's use of artificial intelligence to accelerate its commission of mass killings in Gaza ? You say the investigation was wrong . In this regard are you saying that the current and former members of Israel's intelligence community contributed to this investigation and on which the results of this investigation are based relying that what they said is incorrect ? Mr. Chair , if the answer to these questions is no and our Delegation has only made a statement of fact , then we must ask ourselves who is in fact politicizing our discussion in this forum . Where rights of reply are used with the intention to stifle debate , to silence truths that are simply too embarrassing or too inconvenient for a Delegation to hear , then these rights and this very forum are simply being abused and this must be rejected . Let me also bring attention that since making my statement this morning , I have seen an article in Haaretz , the Israeli newspaper entitled Gaza becomes Israel's testing ground for military robots . I encourage everyone in this room to read it . It is absolutely pertinent to our discussion and I thank you .",Non-applicable,Yes
